transaction_id,user_id,amount,timestamp,location,transaction_type,device_id,is_fraud
TXN100088,USER7563,29756.89,2025-04-03 23:12:29,Jaipur,send,DEV294,0
TXN100089,USER1526,132646.74,2025-01-21 10:39:29,Delhi,bill_payment,DEV378,0
TXN100090,USER1133,47241.35,2025-02-26 06:54:29,Mumbai,send,DEV631,0
TXN100091,USER7066,39391.35,2025-02-07 04:32:29,Chennai,send,DEV815,0
TXN100092,USER7171,180824.93,2025-01-31 06:05:29,Chennai,receive,DEV696,0
TXN100093,USER7702,179610.32,2025-04-04 07:04:29,Bangalore,merchant_payment,DEV570,0
TXN100094,USER3518,152947.57,2025-04-06 09:28:29,Chennai,self_transfer,DEV136,0
TXN100095,USER6686,4492.98,2025-03-22 15:39:29,Delhi,merchant_payment,DEV228,0
TXN100096,USER8869,161353.12,2025-02-24 12:11:29,Hyderabad,merchant_payment,DEV650,0
TXN100097,USER1234,122158.07,2025-02-14 15:11:29,Pune,send,DEV611,0
TXN100098,USER9116,185645.41,2025-02-17 00:34:29,Hyderabad,bill_payment,DEV793,0
TXN100099,USER7381,78776.7,2025-03-30 08:33:29,Delhi,bill_payment,DEV667,0
TXN100100,USER8502,189432.96,2025-04-05 12:02:29,Hyderabad,receive,DEV924,0
TXN100101,USER7864,182362.76,2025-03-25 10:41:29,Chennai,send,DEV320,0
TXN100102,USER5876,103853.07,2025-03-13 22:48:29,Mumbai,merchant_payment,DEV157,0
TXN100103,USER2708,52467.04,2025-02-06 11:05:29,Delhi,receive,DEV820,0
TXN100104,USER3133,31416.24,2025-03-26 20:56:29,Pune,self_transfer,DEV417,0
TXN100105,USER9578,59713.3,2025-02-28 13:07:29,Jaipur,self_transfer,DEV454,0
TXN100106,USER8601,197762.15,2025-03-21 17:56:29,Kolkata,send,DEV431,0
TXN100107,USER3131,82587.89,2025-03-16 06:55:29,Mumbai,self_transfer,DEV908,0
TXN100108,USER9333,118259.22,2025-01-07 18:22:29,Hyderabad,bill_payment,DEV398,0
TXN100109,USER5884,107491.76,2025-02-13 18:28:29,Chennai,send,DEV174,0
TXN100110,USER4342,117751.3,2025-01-29 00:19:29,Mumbai,bill_payment,DEV574,0
TXN100111,USER2806,78163.97,2025-03-24 07:14:29,Chennai,bill_payment,DEV440,0
TXN100112,USER7951,40042.82,2025-02-09 11:33:29,Jaipur,bill_payment,DEV860,0
TXN100113,USER3419,172069.07,2025-01-27 10:21:29,Chennai,send,DEV235,0
TXN100114,USER1424,114681.34,2025-03-17 06:44:29,Hyderabad,self_transfer,DEV541,0
TXN100115,USER6728,128135.87,2025-02-28 20:07:29,Delhi,merchant_payment,DEV869,0
TXN100116,USER1305,29303.49,2025-01-21 00:20:29,Delhi,merchant_payment,DEV356,0
TXN100117,USER3217,49476.39,2025-01-31 08:31:29,Mumbai,self_transfer,DEV856,0
TXN100118,USER4833,178505.74,2025-01-31 02:49:29,Jaipur,send,DEV508,1
TXN100119,USER2777,150025.47,2025-02-07 08:37:29,Kolkata,merchant_payment,DEV461,0
TXN100120,USER5065,15675.73,2025-04-05 10:40:29,Chennai,self_transfer,DEV456,0
TXN100121,USER5342,186376.3,2025-02-25 17:05:29,Kolkata,merchant_payment,DEV362,0
TXN100122,USER9470,163916.94,2025-03-11 17:47:29,Mumbai,send,DEV221,0
TXN100123,USER5724,185717.12,2025-01-08 05:33:29,Hyderabad,merchant_payment,DEV564,0
TXN100124,USER7986,37770.16,2025-02-10 05:09:29,Pune,self_transfer,DEV825,0
TXN100125,USER2467,142871.51,2025-01-31 22:15:29,Ahmedabad,send,DEV113,0
TXN100126,USER9621,189868.94,2025-01-09 16:47:29,Hyderabad,send,DEV294,0
TXN100127,USER9341,41614.39,2025-02-25 04:03:29,Chennai,merchant_payment,DEV795,1
TXN100128,USER8113,119243.89,2025-02-06 05:49:29,Kolkata,send,DEV544,0
TXN100129,USER1203,124807.49,2025-02-27 16:54:29,Mumbai,bill_payment,DEV468,0
TXN100130,USER1416,152038.33,2025-01-28 12:57:29,Kolkata,merchant_payment,DEV717,0
TXN100131,USER1616,133226.1,2025-03-21 13:05:29,Delhi,merchant_payment,DEV929,0
TXN100132,USER1110,5025.96,2025-01-11 05:46:29,Chennai,receive,DEV286,0
TXN100133,USER9228,198516.92,2025-03-17 14:28:29,Jaipur,bill_payment,DEV785,0
TXN100134,USER8207,116725.47,2025-02-06 02:24:29,Jaipur,receive,DEV892,1
TXN100135,USER1919,38509.64,2025-02-12 03:56:29,Jaipur,self_transfer,DEV402,0
TXN100136,USER2680,18350.03,2025-01-10 14:22:29,Pune,merchant_payment,DEV494,0
TXN100137,USER9953,52391.02,2025-04-06 16:42:29,Chennai,send,DEV941,0
TXN100138,USER7874,5002.15,2025-01-13 19:46:29,Chennai,bill_payment,DEV213,0
TXN100139,USER1933,38397.82,2025-01-18 15:23:29,Jaipur,self_transfer,DEV963,0
TXN100140,USER2101,115366.08,2025-01-19 23:34:29,Kolkata,receive,DEV139,0
TXN100141,USER3336,75389.42,2025-02-23 23:58:29,Bangalore,send,DEV402,0
TXN100142,USER9143,108962.08,2025-01-13 13:10:29,Pune,receive,DEV426,0
TXN100143,USER8861,188505.5,2025-04-01 22:17:29,Mumbai,receive,DEV206,0
TXN100144,USER1000,197714.35,2025-01-30 17:42:29,Jaipur,bill_payment,DEV284,0
TXN100145,USER7611,57576.78,2025-01-13 09:32:29,Pune,merchant_payment,DEV883,0
TXN100146,USER3266,21666.17,2025-03-07 11:08:29,Delhi,merchant_payment,DEV961,0
TXN100147,USER9354,136044.29,2025-03-21 15:53:29,Bangalore,self_transfer,DEV410,0
TXN100148,USER7215,46293.12,2025-01-30 05:29:29,Hyderabad,bill_payment,DEV455,0
TXN100149,USER1235,165078.65,2025-02-23 05:20:29,Pune,receive,DEV728,0
TXN100150,USER6174,40172.1,2025-01-10 20:33:29,Delhi,merchant_payment,DEV703,0
TXN100151,USER3890,183690.85,2025-03-22 05:55:29,Delhi,merchant_payment,DEV887,0
TXN100152,USER4594,128881.21,2025-01-15 15:14:29,Hyderabad,receive,DEV720,0
TXN100153,USER9105,180179.27,2025-02-24 09:12:29,Pune,merchant_payment,DEV633,0
TXN100154,USER9691,94843.27,2025-01-27 04:21:29,Ahmedabad,send,DEV350,0
TXN100155,USER4621,161943.35,2025-01-08 13:29:29,Ahmedabad,bill_payment,DEV773,0
TXN100156,USER1851,196554.89,2025-01-06 19:37:29,Jaipur,send,DEV517,0
TXN100157,USER4072,20946.34,2025-03-23 18:08:29,Ahmedabad,merchant_payment,DEV110,0
TXN100158,USER2767,86725.62,2025-02-12 18:26:29,Pune,send,DEV880,0
TXN100159,USER1618,88969.37,2025-01-31 10:33:29,Mumbai,self_transfer,DEV548,0
TXN100160,USER4884,139088.06,2025-01-19 23:02:29,Hyderabad,self_transfer,DEV421,0
TXN100161,USER1240,151507.87,2025-03-09 13:40:29,Bangalore,bill_payment,DEV899,0
TXN100162,USER8824,79460.74,2025-02-24 08:29:29,Pune,send,DEV516,0
TXN100163,USER4463,77414.59,2025-03-20 06:50:29,Hyderabad,receive,DEV300,0
TXN100164,USER4784,143771.94,2025-02-02 11:00:29,Kolkata,bill_payment,DEV176,0
TXN100165,USER5862,13532.48,2025-04-04 05:50:29,Delhi,receive,DEV982,0
TXN100166,USER7465,44030.67,2025-03-20 07:32:29,Bangalore,send,DEV943,0
TXN100167,USER7143,28598.34,2025-02-24 22:36:29,Pune,bill_payment,DEV423,0
TXN100168,USER6133,199352.38,2025-03-21 06:24:29,Kolkata,send,DEV626,0
TXN100169,USER1345,34254.1,2025-03-28 10:29:29,Delhi,send,DEV351,0
TXN100170,USER1259,68020.35,2025-01-13 17:07:29,Ahmedabad,bill_payment,DEV796,0
TXN100171,USER6236,115677.48,2025-04-05 05:29:29,Jaipur,receive,DEV297,0
TXN100172,USER8103,60420.03,2025-04-02 05:02:29,Bangalore,receive,DEV229,0
TXN100173,USER2245,138273.93,2025-03-14 13:36:29,Mumbai,merchant_payment,DEV989,0
TXN100174,USER2999,185943.66,2025-01-20 09:01:29,Hyderabad,merchant_payment,DEV919,0
TXN100175,USER8763,13350.92,2025-01-17 21:14:29,Chennai,bill_payment,DEV878,0
TXN100176,USER1544,164191.48,2025-01-23 02:12:29,Ahmedabad,receive,DEV463,1
TXN100177,USER1698,136858.23,2025-02-11 08:56:29,Mumbai,bill_payment,DEV205,0
TXN100178,USER4415,62571.27,2025-03-06 22:46:29,Chennai,merchant_payment,DEV953,0
TXN100179,USER2244,2985.92,2025-03-15 07:01:29,Jaipur,send,DEV889,0
TXN100180,USER9769,134289.07,2025-02-17 01:14:29,Delhi,send,DEV630,1
TXN100181,USER2246,188187.52,2025-03-09 22:20:29,Hyderabad,merchant_payment,DEV952,0
TXN100182,USER4746,13630.3,2025-03-26 06:51:29,Mumbai,send,DEV589,0
TXN100183,USER8903,73782.88,2025-01-07 15:40:29,Mumbai,bill_payment,DEV572,0
TXN100184,USER4445,83259.19,2025-02-22 10:14:29,Delhi,merchant_payment,DEV417,0
TXN100185,USER8312,170772.72,2025-03-24 13:35:29,Jaipur,merchant_payment,DEV796,0
TXN100186,USER3720,69580.55,2025-02-04 06:04:29,Jaipur,merchant_payment,DEV949,0
TXN100187,USER5963,92624.88,2025-03-01 06:23:29,Delhi,merchant_payment,DEV827,0
TXN100188,USER1025,65977.49,2025-03-01 21:02:29,Pune,receive,DEV233,0
TXN100189,USER9078,53411.25,2025-02-16 20:58:29,Pune,bill_payment,DEV274,0
TXN100190,USER2838,113417.9,2025-03-08 23:55:29,Jaipur,receive,DEV593,0
TXN100191,USER1427,57223.95,2025-02-02 07:59:29,Chennai,bill_payment,DEV980,0
TXN100192,USER7409,4140.7,2025-02-27 00:22:29,Bangalore,self_transfer,DEV726,0
TXN100193,USER6877,174041.35,2025-03-19 21:49:29,Hyderabad,merchant_payment,DEV625,0
TXN100194,USER5059,21776.28,2025-03-23 16:08:29,Ahmedabad,self_transfer,DEV834,0
TXN100195,USER8406,78745.05,2025-03-08 03:34:29,Mumbai,merchant_payment,DEV691,0
TXN100196,USER5084,99181.12,2025-01-18 16:59:29,Chennai,merchant_payment,DEV369,0
TXN100197,USER2401,47189.45,2025-03-03 03:17:29,Chennai,self_transfer,DEV926,0
TXN100198,USER9331,168862.3,2025-02-09 11:02:29,Bangalore,bill_payment,DEV412,1
TXN100199,USER3511,192541.83,2025-02-22 18:45:29,Jaipur,receive,DEV668,0
TXN100200,USER4270,9592.03,2025-01-23 14:39:29,Jaipur,self_transfer,DEV472,0
TXN100201,USER7051,28165.32,2025-03-25 11:44:29,Hyderabad,self_transfer,DEV132,0
TXN100202,USER4468,22081.4,2025-02-05 12:46:29,Delhi,bill_payment,DEV750,0
TXN100203,USER8764,8933.4,2025-04-03 01:05:29,Jaipur,merchant_payment,DEV653,0
TXN100204,USER5431,179841.44,2025-01-12 21:03:29,Ahmedabad,receive,DEV235,0
TXN100205,USER6150,144120.03,2025-01-09 06:39:29,Bangalore,self_transfer,DEV861,0
TXN100206,USER3224,61177.73,2025-03-30 08:34:29,Jaipur,bill_payment,DEV436,0
TXN100207,USER4394,100485.92,2025-03-30 04:22:29,Hyderabad,bill_payment,DEV930,0
TXN100208,USER9288,192278.86,2025-03-14 07:07:29,Jaipur,bill_payment,DEV907,0
TXN100209,USER2868,169507.3,2025-03-21 18:23:29,Chennai,send,DEV187,0
TXN100210,USER4079,91058.8,2025-04-06 00:53:29,Mumbai,self_transfer,DEV965,0
TXN100211,USER8710,177805.19,2025-02-06 11:13:29,Hyderabad,merchant_payment,DEV755,0
TXN100212,USER9718,142759.66,2025-02-18 17:49:29,Hyderabad,bill_payment,DEV662,0
TXN100213,USER3671,99456.87,2025-01-16 00:32:29,Mumbai,self_transfer,DEV214,0
TXN100214,USER3511,126601.88,2025-02-01 08:14:29,Mumbai,self_transfer,DEV738,0
TXN100215,USER7539,168819.0,2025-04-03 23:59:29,Bangalore,bill_payment,DEV460,0
TXN100216,USER2913,14678.65,2025-03-02 23:03:29,Bangalore,self_transfer,DEV775,0
TXN100217,USER7037,140022.54,2025-01-13 17:15:29,Pune,self_transfer,DEV485,0
TXN100218,USER9033,129328.95,2025-01-23 13:51:29,Chennai,receive,DEV570,0
TXN100219,USER7076,47082.57,2025-02-03 02:40:29,Hyderabad,merchant_payment,DEV526,0
TXN100220,USER8257,164686.42,2025-03-08 05:11:29,Kolkata,self_transfer,DEV829,0
TXN100221,USER1839,74004.75,2025-03-06 15:29:29,Delhi,self_transfer,DEV218,0
TXN100222,USER3056,19124.54,2025-02-05 02:05:29,Kolkata,send,DEV268,0
TXN100223,USER8582,134131.78,2025-02-19 05:55:29,Ahmedabad,bill_payment,DEV914,0
TXN100224,USER8332,6090.81,2025-03-09 22:04:29,Mumbai,bill_payment,DEV134,0
TXN100225,USER1347,38112.74,2025-04-01 13:14:29,Kolkata,send,DEV149,0
TXN100226,USER7831,62590.69,2025-04-05 12:52:29,Kolkata,send,DEV271,0
TXN100227,USER4347,197333.58,2025-01-31 07:50:29,Delhi,send,DEV166,0
TXN100228,USER3572,80059.78,2025-01-18 18:44:29,Jaipur,bill_payment,DEV406,0
TXN100229,USER8725,197133.66,2025-03-06 22:58:29,Hyderabad,bill_payment,DEV318,0
TXN100230,USER9086,27547.98,2025-01-29 08:26:29,Mumbai,send,DEV570,0
TXN100231,USER9935,111690.76,2025-01-24 03:23:29,Ahmedabad,send,DEV157,1
TXN100232,USER2015,63910.21,2025-03-12 16:37:29,Delhi,bill_payment,DEV232,0
TXN100233,USER2040,196600.57,2025-01-13 23:35:29,Delhi,self_transfer,DEV383,0
TXN100234,USER9134,93415.69,2025-03-25 01:52:29,Ahmedabad,merchant_payment,DEV458,0
TXN100235,USER4215,83435.86,2025-03-06 20:26:29,Ahmedabad,receive,DEV226,0
TXN100236,USER8429,47065.27,2025-03-03 01:07:29,Bangalore,self_transfer,DEV951,0
TXN100237,USER5405,132093.34,2025-01-15 20:17:29,Kolkata,merchant_payment,DEV778,0
TXN100238,USER3264,154871.1,2025-02-07 12:17:29,Ahmedabad,self_transfer,DEV861,0
TXN100239,USER2761,27132.67,2025-04-03 16:15:29,Chennai,send,DEV308,0
TXN100240,USER5505,122282.27,2025-02-15 12:57:29,Kolkata,bill_payment,DEV763,0
TXN100241,USER7998,23343.87,2025-03-11 21:27:29,Mumbai,bill_payment,DEV793,0
TXN100242,USER7968,153762.93,2025-02-18 22:06:29,Delhi,merchant_payment,DEV296,0
TXN100243,USER6803,109160.35,2025-01-23 07:07:29,Chennai,merchant_payment,DEV621,0
TXN100244,USER9619,60285.17,2025-02-16 05:36:29,Hyderabad,merchant_payment,DEV850,0
TXN100245,USER6324,115904.44,2025-01-21 05:36:29,Jaipur,merchant_payment,DEV594,0
TXN100246,USER2410,64511.59,2025-01-21 08:45:29,Delhi,receive,DEV456,0
TXN100247,USER6245,173794.61,2025-01-12 05:00:29,Chennai,bill_payment,DEV181,0
TXN100248,USER5160,162095.45,2025-03-22 17:06:29,Jaipur,self_transfer,DEV525,0
TXN100249,USER7779,17398.41,2025-03-28 17:13:29,Bangalore,merchant_payment,DEV789,0
TXN100250,USER5985,73234.51,2025-02-01 09:28:29,Hyderabad,receive,DEV103,0
TXN100251,USER5908,172829.41,2025-01-29 13:18:29,Kolkata,send,DEV439,0
TXN100252,USER3956,162614.67,2025-01-12 23:35:29,Chennai,send,DEV155,0
TXN100253,USER1046,74747.62,2025-02-04 06:56:29,Pune,bill_payment,DEV812,0
TXN100254,USER7385,136181.13,2025-02-25 10:24:29,Ahmedabad,bill_payment,DEV743,0
TXN100255,USER4581,105562.96,2025-02-20 22:10:29,Jaipur,self_transfer,DEV513,0
TXN100256,USER8537,36744.22,2025-03-17 08:01:29,Ahmedabad,send,DEV161,0
TXN100257,USER6156,71060.49,2025-01-29 17:31:29,Bangalore,send,DEV327,0
TXN100258,USER7983,196802.83,2025-02-21 22:52:29,Kolkata,bill_payment,DEV116,0
TXN100259,USER6189,33290.18,2025-03-27 12:22:29,Chennai,merchant_payment,DEV506,0
TXN100260,USER6461,19009.36,2025-03-07 20:55:29,Ahmedabad,bill_payment,DEV215,0
TXN100261,USER4889,178221.58,2025-02-03 01:25:29,Kolkata,bill_payment,DEV620,1
TXN100262,USER8771,70229.74,2025-03-30 06:16:29,Jaipur,bill_payment,DEV504,0
TXN100263,USER4475,17771.03,2025-03-04 19:47:29,Bangalore,receive,DEV115,0
TXN100264,USER9090,145206.62,2025-02-27 01:02:29,Jaipur,receive,DEV722,1
TXN100265,USER2208,195575.21,2025-01-15 21:36:29,Chennai,merchant_payment,DEV158,0
TXN100266,USER8643,147061.84,2025-02-26 01:23:29,Delhi,receive,DEV409,1
TXN100267,USER4010,88641.28,2025-03-02 11:05:29,Jaipur,merchant_payment,DEV740,0
TXN100268,USER5258,114904.52,2025-01-16 06:56:29,Chennai,send,DEV323,0
TXN100269,USER5690,163419.23,2025-02-15 16:58:29,Ahmedabad,merchant_payment,DEV860,0
TXN100270,USER3811,158116.87,2025-03-05 08:28:29,Pune,merchant_payment,DEV452,0
TXN100271,USER3697,142570.16,2025-03-15 19:03:29,Hyderabad,self_transfer,DEV138,1
TXN100272,USER8592,147934.86,2025-02-10 17:30:29,Pune,self_transfer,DEV178,0
TXN100273,USER6265,186032.91,2025-02-08 00:32:29,Pune,self_transfer,DEV755,0
TXN100274,USER3589,103512.39,2025-03-21 13:04:29,Ahmedabad,receive,DEV896,0
TXN100275,USER7288,91079.16,2025-02-24 16:03:29,Chennai,self_transfer,DEV917,0
TXN100276,USER1461,16735.92,2025-04-06 03:21:29,Jaipur,bill_payment,DEV952,0
TXN100277,USER7344,147212.28,2025-01-15 01:41:29,Bangalore,bill_payment,DEV982,1
TXN100278,USER4355,118880.58,2025-01-23 02:44:29,Pune,self_transfer,DEV165,1
TXN100279,USER8551,100269.83,2025-01-09 18:06:29,Pune,bill_payment,DEV908,0
TXN100280,USER6197,169786.28,2025-03-25 21:01:29,Pune,merchant_payment,DEV127,0
TXN100281,USER6154,83732.97,2025-03-04 21:22:29,Delhi,merchant_payment,DEV406,0
TXN100282,USER8967,100330.74,2025-01-10 08:36:29,Delhi,send,DEV547,0
TXN100283,USER1315,6965.01,2025-01-08 01:39:29,Hyderabad,self_transfer,DEV247,0
TXN100284,USER6400,164306.38,2025-03-14 11:34:29,Chennai,send,DEV123,0
TXN100285,USER8180,146813.59,2025-03-02 20:21:29,Mumbai,merchant_payment,DEV449,0
TXN100286,USER1504,50987.33,2025-04-01 13:33:29,Delhi,self_transfer,DEV176,0
TXN100287,USER4784,85352.89,2025-03-09 15:46:29,Ahmedabad,receive,DEV133,0
TXN100288,USER9852,29867.16,2025-02-28 09:24:29,Mumbai,self_transfer,DEV654,0
TXN100289,USER6111,40529.64,2025-03-05 04:21:29,Jaipur,bill_payment,DEV951,0
TXN100290,USER2537,93184.41,2025-01-17 14:55:29,Kolkata,receive,DEV317,0
TXN100291,USER6785,114680.35,2025-01-27 17:29:29,Hyderabad,self_transfer,DEV156,0
TXN100292,USER6215,38765.8,2025-02-09 14:08:29,Pune,send,DEV462,0
TXN100293,USER2323,73508.13,2025-01-16 03:44:29,Bangalore,bill_payment,DEV791,0
TXN100294,USER6281,142041.67,2025-01-21 06:28:29,Jaipur,self_transfer,DEV903,0
TXN100295,USER3962,35758.34,2025-01-08 05:31:29,Mumbai,merchant_payment,DEV364,0
TXN100296,USER9933,125578.62,2025-01-30 14:44:29,Mumbai,self_transfer,DEV134,0
